Predictor	Marg_Prob_Incl
1	0.155272727272727
2	0.00409090909090909
3	0.00909090909090909
4	0.0321818181818182
5	0.0382727272727273
6	0.0168181818181818
7	0.0125454545454545
8	0.0169090909090909
9	0.042
10	0.000727272727272727
11	0.000272727272727273
12	0.001
13	0.000545454545454545
14	0.00136363636363636
15	0.00154545454545455
16	0.0233636363636364
17	0.0236363636363636
18	0.0474545454545455
19	0.0189090909090909
20	0.0133636363636364
21	0.00572727272727273
22	0.00381818181818182
23	0.000818181818181818
24	0.00209090909090909
25	0.0267272727272727
26	0.00136363636363636
27	0.0379090909090909
28	0.051
29	0.00190909090909091
30	0.0100909090909091
31	0.00118181818181818
32	0.000272727272727273
33	0.00909090909090909
34	0.00590909090909091
35	0.00272727272727273
36	0.002
37	0.001
38	0.00709090909090909
39	0.00354545454545455
40	0.000181818181818182
41	0.00145454545454545
42	0.000727272727272727
43	0.000909090909090909
44	0.00227272727272727
45	0.00481818181818182
46	0.00690909090909091
47	0.00372727272727273
48	0.00736363636363636
49	0.00145454545454545
50	0.00354545454545455
51	0.000727272727272727
52	0.00327272727272727
53	0.00245454545454545
54	0.0109090909090909
55	0.00672727272727273
56	0.000363636363636364
57	0.00254545454545455
58	0.00109090909090909
59	0.00118181818181818
60	0.00209090909090909
61	0.0157272727272727
62	0.00290909090909091
63	0.00490909090909091
64	0.000545454545454545
65	0.00154545454545455
66	0.00218181818181818
67	0.00209090909090909
68	0.00863636363636364
69	0.00509090909090909
70	0.0405454545454545
71	0.0148181818181818
72	0.0857272727272727
73	0.0661818181818182
74	0.00518181818181818
75	0.00145454545454545
76	0.00145454545454545
77	0.001
78	0.00436363636363636
79	0.000181818181818182
80	0.00336363636363636
81	0.00254545454545455
82	0.00372727272727273
83	0.00218181818181818
84	0.000272727272727273
85	0.000818181818181818
86	0.00109090909090909
87	0.00136363636363636
88	0.00263636363636364
89	0.00518181818181818
90	0.00509090909090909
91	0.0119090909090909
92	0.00763636363636364
93	0.00490909090909091
94	0.00309090909090909
95	0.00518181818181818
96	0.00236363636363636
97	0.00663636363636364
98	0.00654545454545455
99	0.00845454545454545
100	0.00418181818181818
101	0.201272727272727
102	0.390636363636364
103	0.0158181818181818
104	0.00681818181818182
105	0.000818181818181818
106	0.00654545454545455
107	0.0341818181818182
108	0.021
109	0.0160909090909091
110	0.00845454545454545
111	0.0296363636363636
112	0.00163636363636364
113	0.00172727272727273
114	0.001
115	0.00209090909090909
116	0.00436363636363636
117	0.00272727272727273
118	0.001
119	0.00190909090909091
120	0.00127272727272727
121	0.000181818181818182
122	0.00263636363636364
123	0.00145454545454545
124	0.000181818181818182
125	0.000454545454545455
126	0.000727272727272727
127	0.00145454545454545
128	0.000545454545454545
129	0.000727272727272727
130	0.00127272727272727
131	0.000454545454545455
132	0.000272727272727273
133	0.000545454545454545
134	0.00154545454545455
135	0.00781818181818182
136	9.09090909090909e-05
137	0.005
138	0.000636363636363636
139	0.009
140	0.00363636363636364
141	0.00281818181818182
142	0.00518181818181818
143	0.00363636363636364
144	0.00536363636363636
145	0.000454545454545455
146	0.00118181818181818
147	0.000545454545454545
148	0.00290909090909091
149	0.00572727272727273
150	0.00572727272727273
151	0.00145454545454545
152	0.000818181818181818
153	0.00309090909090909
154	0.00218181818181818
155	0.00654545454545455
156	0.00109090909090909
157	0.00263636363636364
158	0.002
159	0.00154545454545455
160	0.00181818181818182
161	0.122727272727273
162	0.000727272727272727
163	0.000454545454545455
164	0.001
165	0.00109090909090909
166	0.0341818181818182
167	0.0272727272727273
168	0.0186363636363636
169	0.0210909090909091
170	0.0380909090909091
171	0.044
172	0.0131818181818182
173	0.00454545454545455
174	0.00690909090909091
175	0.00227272727272727
176	0.00236363636363636
177	0.00127272727272727
178	0.00263636363636364
179	0.00254545454545455
180	0.00145454545454545
181	0.00136363636363636
182	0.000727272727272727
183	0.00318181818181818
184	0.000545454545454545
185	0.000545454545454545
186	0.00418181818181818
187	0.00163636363636364
188	0.00263636363636364
189	0.00790909090909091
190	0.00136363636363636
191	0.00190909090909091
192	0.00927272727272727
193	0.00690909090909091
194	0.0159090909090909
195	0.00136363636363636
196	0.00163636363636364
197	0.00718181818181818
198	0.00181818181818182
199	0.000545454545454545
200	0.00127272727272727
201	0.001
202	0.00172727272727273
203	0.00136363636363636
204	0.000909090909090909
205	0.00172727272727273
206	0.000363636363636364
207	0.00154545454545455
208	0.00190909090909091
209	0.00109090909090909
210	0.00209090909090909
211	0.0335454545454545
212	0.00718181818181818
213	0.00963636363636364
214	0.0524545454545455
215	0.000454545454545455
216	0.212
217	0.00427272727272727
218	0.00209090909090909
219	0.0116363636363636
220	0.00718181818181818
221	0.00772727272727273
222	0.00972727272727273
223	0.00709090909090909
224	0.0129090909090909
225	0.000727272727272727
226	0.000181818181818182
227	0.00381818181818182
228	0.00254545454545455
229	0.012
230	0.000909090909090909
231	0.00109090909090909
232	0.00154545454545455
233	0.000818181818181818
234	0.00236363636363636
235	0.00436363636363636
236	0.00154545454545455
237	0.00236363636363636
238	0.00481818181818182
239	0.00554545454545455
240	0.006
241	0.0311818181818182
242	0.000909090909090909
243	0.00172727272727273
244	0.00854545454545455
245	0.00345454545454545
246	0.00318181818181818
247	0.00363636363636364
248	0.0170909090909091
249	0.00790909090909091
250	0.0355454545454545
251	0.0123636363636364
252	0.00290909090909091
